Product Name,Brand Name,Rating,Reviews,Sentiment,Topic
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,this mobile is exactly what i was looking for after my mobistel dualsim quit its job battery life is more than a week when wlan is turned off why only 4 stars well there is always room for improovementgreat phone for a reasonable price if you watch a lot of video or surf a lot you might choose the next larger size downside its almost the double in price,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,peor imposible,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,well so far i opened the box surprise it says white what i requested but it inside it is a black galaxy s duos 2i dont have time to return it,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,does all it is claimed to do internal memory is small at 4mb but this is clearly stated surprised to find that many applications cannot be moved to the sd card that i installed to augment the internal memory therefore would not be suitable for anyone who wants to install a lot of applications,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i bought this phone 2 months ago and it doesnt work at all already it got no water damager nor mishandling,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,muy bueno,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,efficient and great price it is smaller than i expected it to be but it is perfect for my needs i am planning on traveling to two european countries this summer and i will get two sim cards i already put one card on spains and it works perfect it may not take the best pictures with the secondary camera but it will get the job done in an emergency it also has gps and hotspot wifi which i was very interested in getting just in case the need arisesother reviewers have mentioned that the memory is pretty low i purchased an 8gb sd card and now it has more memory for music and picturesmine came with the us plug charger and earphones the instructions though are in a different language except the very basic ones that come in english as well,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,muy bueno,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,this is an okay photo i was disappointed with the camera resolution and i thought the screen might have been bigger but it can pass,Negative,Camera Quality
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i received it very soon in perfect condictions,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,this phone works fine but i bought it solely for the bluetooth function i use it to send music to my motorcycle helmet this phone also doubles as my emergency phone works great for these situationsthe typing keys are so small its hard to dial phone numbers or to write texting messages without retyping many of the keys i would recommend using at least a 5 screen as your main phone like my wifes galaxy 4 phonei do like the fact that i am able to insert an external minisim card into this phone without opening the back of the phone connects to my laptop via a usb cord very easily to manually organize all my music filesas an emergency phone this phone is fine as your main phone i would not recommend it,Negative,Screen Issues
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,me siento engañado porque en la caja y presentacion dice que levanta h mas y no lo levantasolo hasta 3g y sin embargo jamaas he visto que me alla levantado 3g,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,great phone i gave it 3 stars because you need and adapter to put in the micro sim chip also it should have more memory accessing the internet is very slow my samsung s4 is twice as fast with no delay accessing the internet,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,execelente producto me llegaron en buen estado,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,not working good at all,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i thought that i liked this phone i am an att customer and didnt want to sign up for a new contract nor did i want to pay three times what a phone is worth to get it from them all good until i went to actually try to link this to our data plan basically the way that this is made the best i can get with this phone together with atts network is 2g i am not willing to pay a monthly data fee for 2g if that isnt enough to discourage you try this we went to the chicago blues festival this past weekend and i had no phone service my husband called them and was told that we could go to suchandsuch address there near our hotel to deal with it but i didnt really want to waste time at 375 per night trying to get the phone to work,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,it was great for about 7 months then problems showed up battery swelled up so i cant use the phone without it dying on me within 10 mins the firmware is not upgradeable i already knew this kind of unresponsive touch screen was expecting great things from samsung its a budget phone so maybe i shouldnt expect a lot,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,the middle button is broken already and i cant charge it anymore,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,so far this phone seems excellent for the price it was new and in the box the battery needed to be put in and the back cover pops off easily but it does seem flimsy my smart phone experience is all with iphones and this cannot compete but i bought it to have an unlocked phone for foreign sim cards when we travel and it will serve the purpose well do not have the sim card yet but even without it was able to charge the battery and set up the phone using wifi create a samsung account update the software which was not the latest version and add my own email account the charger plug is european with an american adapter included it also comes with a usb to micro cord which worked fine with my iphone plugsupdate i went to the samsungcom website to download the full user manual and could not find it after a lot of effort i discovered the problem the phone is manufactured to be sold in africa which i would have known if i had read the warranty information that came in the box the manual is accessible on the wwwsamsungcomafricaen the warranty documents suggest the warranty would only be valid in africa,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,hello this came to me as i expected perfect recommend this item and this shop will apologize for my english is not good,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,de acuerdo con lo ofrecido por vendedor tiempo de entrega lo ofrecido muy bien lo recomiento,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,exellent phone and not expensif take nice picture perfdct for my use,Negative,Camera Quality
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,unless you are looking for a phone for the grand parents or the babysitter this phone is useless,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,buy the phone that was not what i reach my destination i bought the 7582 and came als model 7562 i expect a prompt solution,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,the phone worked great and connected to tmobile by simply inserting the sim had to return due to a defect with the back button would have liked a replacement of the same model,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,i purchased this item because the specs was exactly the one that i was looking for and the price was great for the features it arrived ontime everything was as described but the battery it only last for few hours during the time that i had the phone i could not talk more than half an hour without the need to reconnect it to charger initially i thought it might gets better with time but i was wrong i returned it after a weekthey refund me for the full price that i paid but i had to pay for the return shipment this is not fair because it was their fault is was defective,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,there is nothing i dislike about the phone its a very good thing and the price is great too strongly recommended for those with weaker pockets,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great phone for the cost have been using it for about a month and no problems so far i dont game or use it for music only issue is finding case for it,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,this samsung galaxy s duos ii s7582 was a great choice and i am very happy with iti needed a dual sim phone for my daughter while she is traveling across multiple continents so i can stay in contact with her and she can use a local prepaid sim card i only had the phone a few days before sending it out again so this review is limited to that she had a gts7562 and was happy with it until it was stolen out of her hand in india travelers bewarehelpful infocame with android 42 the phone updated to 422 as soon as i connected it to the internetthis phone has slots for two of the larger sim cards – not the minisimmy us carriers sim card att plugged in and worked fine for both voice and data phone calls and voice quality worked fine i did not test the data speed on att but it seemed fine google maps worked great using gps and att datathis is the same size as the galaxy mini phones – it just has dual sim slotsthis phone came in a small factory sealed samsung box with the phone plastic back battery 1500mah usba to miniusb cable 18 inch “in ear” style earphones with microphone and an eu plug wall chargerprosunlocked from samsung designed for international use – so it should work with most any wmasim carrier in the worldgreat size for travel big enough for the android experience slightly larger screen than an iphone but not nearly the size of the more expensive 5 inch phonesgreat screen very easy to read and worked well even in sunlightphone worked great very responsive first power up screen asked for the language with a lot of choices wifi connected first time att sim card worked first timeprice – paid 158usd with free overnight shipping from primeconsbattery life though i did not get much of a chance to test this phone all android phones smart phones in general seem to lose their charge in less than a day plan for itonly 4gb internal flashminor wall charger is an eu plug but i have many us chargers and it is an international phonei suggest orderinghaving the following for this phone1 case – i got the 7usd amzer amz95155 tpu case and it works fine for basic protection2 microsd card – the phone had over 15gb available but for travel taking pictures storing musicvideo i got the sandisk sdsdqu016gaffpa 16gb microsd card for 13usd3 additional battery or portable usb charger4 international ac adapter or microusb power source for chargingover all i highly recommend this phone and i would buy another one if neededone last note this order was fulfilled by amazon prime and the seller was “asavings” – kudos to amazon and asavings for a perfect transaction,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,for the price its all u need it does everything that i need if u need more get a tablet but for a phone its more then enough for me,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,bought this phone i liked every thing except the data download speed was very slow and eventually stopped contacted the seller a couple of times with no response from their side after posting a bad review they contacted me and refunded the full amount of my purchase price even after over a month having the phone in my position i am satisfied,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,its a great phone very confortable two line in one movil with android system,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i bought this phone for my boyfriend when it arrived the charger didnt work he had to buy a new one then the internet 3g didnt work either so he got frustrated and returned it,Negative,Screen Issues
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,when i got this phone the first problem was that it was in a different language so i had a hard time changing it to english other then that problem the phone was very helpful when i travelled abroad and i didnt have any other problems whatsoever,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,this smartphone is the one i needed for my personal use in my country and abroad any constraints to the functioning as the android system works well the only this phone was destinated to europe maybe to germany because of its first connection and comes configured with german language preinstalled,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,tried to install a second sim at vodafone in spain and the phone would not work had to remove the first sim and replace it with the vodafone sim and it worked great this does not work as advertised with two sims,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,hi i was just wondering if anyone knows how i can make this into a prepaid phone i tried to activate this phone with the straight talk activation kit they said it wasnt compatible does anyone know what the carrier is for this phone so i can get it activated,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,it is a good phone for its price due to lack of a good instructions operation manual i have not been able to use its full potentialas it is very difficult for the first time smart phone user to operate it can some body help me as where to find some help,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,i have made several purchases in relation to this phonei recommendandroid operating system hasmay be put up to 16gb memoryit is fastcomfortableuser friendly,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,samsung galaxy s 2 duosthe samsung galaxy s 2 is a simple duos android smartphone with dual sim support with 4inch screen at 480 x 800 pixels 5 megapixel camera dualcore processor at 12ghz 768mb of ram 4gb of internal storage and android 42 jelly beaneasy access connection through wifi and 3g up,Negative,Camera Quality
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,muy buen producto,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i had a problem with the connection i could not make calls it kept telling me that the phone was not registered because the phone was international phone sumsung company did not wantto help me i really like the phone but i had bad experience with it,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i went cellular damaged lcd screen who is responsible for that,Negative,Screen Issues
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,if i could give no stars i wouldthis phone is a piece of garbage after only few since i bought it i start having all kind of problems with the phone too many to list then heredont buy this phone also amazon do not stand back for the product they sale buy it from costco they really stand back for what they sale amazon sucks,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,just did not work so i sent it back,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,this phone is horrible came with like a defect or something i can never receive calls or can ever get signal anywhere,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,the battery life is very poor also i tried downloading an app and it keeps saying not available in my country i read several ways to fix this but i havent tried yet overall not really satisfied with this phone i like samsung phones but this one did not live up to expectations the reviews i read on amazon were good enough that i thought i would give it a try mistake,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i would like to alert shoppers using amazon that some of these samsung galaxy s duos ii phones that are advertised for international use could very well be clonesknock offs of samsung products earlier this year i purchased one of these phones through a seller that sells products via amazon upon delivery i immediately noticed that the phone charger that was shipped with the phone did not mate up correctly to the phone so i needed to use a charger that i used on an old blackberry instead also i noted that the picture quality of the camera was pretty low grade which surprised me since samsung generally has good camera quality after longer use other strange things like my contact list would appear complete some days and then other days would be missing most of my contacts eventually every call that i was receiving would have the phone number of the caller but the name of the caller would be using only chinese characters i am using the phone in the usthe other day i ended up going to a tmobile store in my city and showed them the phone and the weirdness i was seeing since i was using one of their sim cards and they looked a the phone in detail it turns that they noticed that the case style was slightly different from a standard samsung build and that the file structure of the android os was missing key operating files that appear on samsung phones the blue tooth was not functioning either they came to the conclusion that the phone was a clonecounterfeit product considering all the tell tale signs noted above they noted that samsung products are commonly counterfeited and not only just this model i confirmed this with my own researchthe only good thing that i can say about this cloned samsung galaxy s duos phone is that at bare minimum the wifi function worked and i could insert a sim card from a country i visited in se asia and was able to at least make a phone call on that phone network otherwise for the price i paid for this phone and the problems that i managed to discover i basically got snookered there may be some legitimate sellers that are selling legitimate samsung galaxy s duos ii phones but considering the age of this model there are likely fewer phones in the s2 or older line up that are legitimateunmodifiedi am not sure i am allowed to list the name of the seller of this phone but if someone from amazon can follow up with me i would be happy to provide the name of the seller and send the phone back to amazon for their counterfeit product investigations organization to study based on my experience with this phone i would be very cautious about buying a phone on amazon unless it was through a main line vendor with a good reputation sometimes that is hard to determine so be careful everyone,Negative,Camera Quality
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,bought it for my son who is going to be living in europe next year while on vacation in barcelona this week we bought a 30 day international plan it worked fine he says it is slow and smaller than the galaxy 4 he had,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,it doesnt work,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,a good phone my wife is enjoying it some issues with it the hot spot feature does not work,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,real y bad it is slowly function wrong,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,slow phone not much space didnt serve me well,Negative,Screen Issues
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,its nice lots of good features but too slow down loading stuff thats major 4 me its just was not what l expected,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,exvelente,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,this phone is awsome,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,i got this to replace my dying galaxy s moving the settings over is a minor hassle but the sucker does the job nicely the battery lasts longer and the call quality seems better,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,great cheap phone,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,2,nice phone poor battery life,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,i am using since one month and there is no problem i regular use everything except am using internet skype it is a good phone for good reasonable price oh the camera takes very good photos on the go not experiencing hanging specially after official samsung update issues include is the the low batter life moderate uses causes the battery only to expire quickly also the little internal memory for apps to be installed but i am no longer annoyed after rooting the phone and using memory transfer apps and a large external sd card the dual sim is is a very positive luxury finally loudspeaker is great when i do not want to use my ear buds for call or music,Negative,Battery Life
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,its a good phone but did not last long just fell and got damaged have no warranty,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,muy bueno,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,4,delivered as promised phoes in great condition im satisfied,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,una maravilla,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,i knew i was buying a twogenerationsold phone when i got it expecting some slow performanceand i got it i didnt however think a phone with so long to mature would be so buggy between the unreliability the constant nagware asking me to download crap from samsung the dumb chirpy alerts and the price i found the whole thing a mediocre value even for a throwaway international dualsim phone,Negative,Performance
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,i received a fake phone,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,bienn,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,5,chevere,Negative,Other
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,1,not functioning accurately some time not screen not opening or taking to much time to open screen very compact to for key board typing not recommended,Negative,Screen Issues
samsung galaxy s duos ii s7582 dual sim factory unlocked international version black,Samsung,3,battery life is very poor for a phone especially for one that is deemed as a travel phone with dual sims i took this phone with me to europe and in general it operated ok but i found the volume from the phone to be inadequate compared to my zte valet that i use at home the battery is inadequate as i found my cellphone dying before the end of each day despite charging it up fully at night when youre traveling you need a phone that will stay powered up to assist you with gps mapping direction apps etc i kept powering off to save power but it seems if you run a google maps navigation app it will suck the battery power pretty quick not good for travel unless youre always near a power source to keep topping off the battery which can add to potential memory issues i returned it,Negative,Battery Life
